acc_x_0,acc_x_1,acc_x_2,acc_x_3,acc_x_4,acc_x_5,acc_x_6,acc_x_7,acc_x_8,acc_x_9,acc_x_10,acc_x_11,acc_x_12,acc_x_13,acc_x_14,acc_x_15,acc_x_16,acc_x_17,acc_x_18,acc_x_19,acc_x_20,acc_x_21,acc_x_22,acc_x_23,acc_x_24,acc_x_25,acc_x_26,acc_x_27,acc_x_28,acc_x_29,acc_x_30,acc_x_31,acc_x_32,acc_x_33,acc_x_34,acc_x_35,acc_x_36,acc_x_37,acc_x_38,acc_x_39,acc_x_40,acc_x_41,acc_x_42,acc_x_43,acc_x_44,acc_x_45,acc_x_46,acc_x_47,acc_y_0,acc_y_1,acc_y_2,acc_y_3,acc_y_4,acc_y_5,acc_y_6,acc_y_7,acc_y_8,acc_y_9,acc_y_10,acc_y_11,acc_y_12,acc_y_13,acc_y_14,acc_y_15,acc_y_16,acc_y_17,acc_y_18,acc_y_19,acc_y_20,acc_y_21,acc_y_22,acc_y_23,acc_y_24,acc_y_25,acc_y_26,acc_y_27,acc_y_28,acc_y_29,acc_y_30,acc_y_31,acc_y_32,acc_y_33,acc_y_34,acc_y_35,acc_y_36,acc_y_37,acc_y_38,acc_y_39,acc_y_40,acc_y_41,acc_y_42,acc_y_43,acc_y_44,acc_y_45,acc_y_46,acc_y_47,acc_z_0,acc_z_1,acc_z_2,acc_z_3,acc_z_4,acc_z_5,acc_z_6,acc_z_7,acc_z_8,acc_z_9,acc_z_10,acc_z_11,acc_z_12,acc_z_13,acc_z_14,acc_z_15,acc_z_16,acc_z_17,acc_z_18,acc_z_19,acc_z_20,acc_z_21,acc_z_22,acc_z_23,acc_z_24,acc_z_25,acc_z_26,acc_z_27,acc_z_28,acc_z_29,acc_z_30,acc_z_31,acc_z_32,acc_z_33,acc_z_34,acc_z_35,acc_z_36,acc_z_37,acc_z_38,acc_z_39,acc_z_40,acc_z_41,acc_z_42,acc_z_43,acc_z_44,acc_z_45,acc_z_46,acc_z_47,val
-3.21875,-3.90625,-4.3125,-3.46875,-3.6875,-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-13.6875,-22.625,-24.59375,-14.5625,-4.34375,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,34.1875,40.90625,36.4375,25.21875,19.75,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,1.0
-3.90625,-4.3125,-3.46875,-3.6875,-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-22.625,-24.59375,-14.5625,-4.34375,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,40.90625,36.4375,25.21875,19.75,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,1.0
-4.3125,-3.46875,-3.6875,-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-24.59375,-14.5625,-4.34375,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,36.4375,25.21875,19.75,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,1.0
-3.46875,-3.6875,-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-14.5625,-4.34375,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,25.21875,19.75,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,1.0
-3.6875,-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-4.34375,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,19.75,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,1.0
-4.0625,-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-1.15625,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,22.3125,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,1.0
-6.5625,-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,3.6875,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,32.0,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,1.0
-10.71875,-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,8.90625,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,46.71875,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,1.0
-11.15625,-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-2.96875,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,43.875,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,1.0
-8.34375,-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-14.6875,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,33.5,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,1.0
-4.25,-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-13.96875,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,33.625,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,1.0
-6.34375,-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-8.59375,-12.65625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,13.6875,32.8125,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,44.03125,1.0
-7.09375,-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-8.59375,-12.0625,-15.875,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,13.6875,12.46875,29.96875,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,44.03125,22.78125,1.0
-5.6875,-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-8.59375,-12.0625,-12.28125,-19.03125,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,13.6875,12.46875,-2.53125,24.71875,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,44.03125,22.78125,19.15625,1.0
-4.0,-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-8.59375,-12.0625,-12.28125,-4.875,-20.71875,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,13.6875,12.46875,-2.53125,-11.8125,21.71875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,44.03125,22.78125,19.15625,25.71875,1.0
-2.40625,-1.46875,-5.5,-11.34375,-11.75,-4.84375,-1.5625,-4.25,-6.90625,-7.21875,-5.78125,-5.65625,-9.125,-11.84375,-14.4375,-15.0625,-11.65625,-9.40625,-9.28125,-9.0,-7.53125,-5.3125,-4.84375,-10.8125,-17.75,-13.53125,-5.53125,0.875,-5.46875,-5.46875,-0.09375,0.34375,-2.5,-12.09375,-15.28125,-13.21875,-2.75,-2.90625,-7.75,-5.0,-2.96875,-4.34375,-5.84375,-8.59375,-12.0625,-12.28125,-4.875,-2.28125,-18.90625,-14.46875,-8.71875,7.4375,10.8125,-4.5,-14.59375,-19.5625,-22.9375,-21.03125,-11.84375,-5.46875,-6.25,-2.8125,6.90625,6.71875,-1.59375,-10.375,-22.0,-32.5625,-30.84375,-23.03125,-12.5,7.59375,31.125,18.71875,3.28125,-16.59375,-41.21875,-48.46875,-28.21875,-10.3125,-4.4375,15.375,35.375,11.90625,-9.09375,-27.8125,-39.875,-31.71875,-18.4375,-10.375,0.125,13.6875,12.46875,-2.53125,-11.8125,-23.1875,20.4375,18.0,27.25,48.6875,50.3125,33.28125,26.4375,30.09375,29.25,21.34375,28.0625,22.21875,24.21875,29.90625,36.8125,31.4375,29.53125,27.96875,34.4375,32.9375,31.75,27.84375,28.15625,31.09375,34.625,25.0625,36.0625,46.25,48.21875,42.84375,34.65625,25.03125,25.6875,35.5625,40.71875,31.28125,32.53125,32.96875,30.1875,41.625,32.78125,29.03125,36.3125,44.03125,22.78125,19.15625,25.71875,29.25,1.0
