acc_x,acc_y,acc_z
-227,-426,886
-241,-443,836
-270,-443,829
-264,-394,830
-242,-329,795
-201,-282,746
-172,-224,727
-156,-181,716
-166,-142,751
-185,-109,820
-199,-99,873
-202,-94,968
-207,-96,1019
-201,-90,998
-189,-103,953
-167,-161,898
-153,-192,967
-116,-220,1064
-90,-258,1102
-78,-257,1128
-85,-244,1037
-98,-206,980
-116,-143,971
-134,-108,927
-159,-75,998
-220,-75,1009
-241,-69,997
-238,-43,940
-232,21,991
-221,34,981
-222,72,1031
-210,108,1071
-190,134,1039
-150,150,986
-113,189,962
-128,205,979
-136,227,980
-106,242,953
-91,270,964
-91,265,966
-99,242,1024
-65,187,1082
-83,237,1097
-81,205,1082
-31,219,1122
4,173,1059
6,125,984
-8,59,938
-45,-40,920
-86,-158,957
-101,-211,1031
-58,-119,1016
-59,-70,898
-47,-134,861
-48,-233,870
-40,-298,895
-14,-335,967
52,-314,964
34,-267,960
18,-250,942
-50,-259,962
-110,-303,1038
-89,-387,1070
-52,-398,1022
-65,-407,977
-76,-407,964
-85,-390,925
-87,-381,871
-105,-372,840
-121,-379,848
-129,-378,841
-186,-397,783
-231,-424,796
-273,-469,884
-297,-524,951
-299,-504,998
-276,-442,947
-216,-451,790
-169,-465,695
-162,-476,673
-201,-424,740
-268,-392,717
-254,-372,751
-239,-283,993
-264,-245,1046
-267,-182,848
-206,-150,826
-189,-138,894
-142,-98,887
-149,-78,934
-164,-38,1008
-161,36,965
-96,163,956
-166,261,965
-230,259,1079
-294,297,1081
-232,293,1038
-205,239,987
-168,237,962
-145,241,961
-125,248,969
-94,270,986
-78,289,977
-99,331,983
-106,351,968
-128,355,989
-130,335,991
-137,310,971
-146,255,966
-167,224,1016
-155,218,999
-123,223,970
-108,208,955
-129,204,986
-127,225,962
-119,231,927
-121,245,942
-121,265,941
-129,254,956
-151,212,981
-160,184,979
-139,149,936
-96,118,937
-112,91,1046
-129,113,1198
-33,113,1122
19,39,654
-18,-29,419
-122,-141,509
-263,-257,828
-260,-277,1075
-216,-328,1058
-179,-319,1024
-183,-332,1042
-224,-390,1056
-234,-431,1139
-193,-468,1185
-125,-482,1139
-55,-439,1022
-50,-410,907
-48,-378,852
-84,-400,826
-105,-424,849
-124,-430,881
-158,-455,901
-203,-468,866
-238,-479,836
-270,-459,839
-314,-537,829
-323,-539,847
-307,-514,828
-314,-512,770
-309,-527,748
-324,-556,740
-334,-608,778
-312,-599,778
-285,-575,694
-301,-548,657
-340,-538,683
-378,-538,731
-351,-492,775
-270,-454,732
-271,-397,771
-298,-384,823
-322,-399,867
-303,-423,853
-281,-345,811
-319,-288,755
-380,-326,807
-396,-362,902
-392,-323,970
-385,-221,887
-397,-142,762
-395,-98,792
-418,-53,866
-423,-1,915
-406,19,907
-418,34,923
-436,45,829
-432,85,917
-432,122,877
-405,127,858
-392,148,977
-411,157,1032
-432,180,925
-416,214,858
-405,219,869
-399,228,905
-408,244,852
-397,304,849
-398,316,794
-411,356,817
-387,389,767
-376,385,927
-361,342,935
-338,386,876
-321,425,868
-294,452,835
-266,414,764
-348,517,921
-318,424,950
-323,353,1002
-242,341,956
-175,318,838
-207,337,925
-216,385,977
-203,338,1014
-189,324,1017
-174,362,905
-195,383,767
-220,361,797
-238,297,837
-239,237,931
-245,176,988
-239,123,1058
-227,57,1084
-233,34,1021
-235,41,893
-263,16,849
-277,-2,906
-273,-59,975
-287,-122,1036
-276,-115,956
-253,-124,951
-265,-141,985
-273,-153,990
-285,-182,1008
-315,-236,1040
-331,-262,997
-353,-265,920
-378,-269,850
-394,-280,799
-427,-326,761
-449,-379,771
-473,-449,814
-494,-487,847
-497,-497,821
-539,-476,803
-534,-518,823
-425,-584,864
-315,-688,986
-250,-666,1052
-239,-561,1031
-238,-414,873
-219,-393,783
-242,-348,859
-185,-306,798
-171,-264,661
-234,-175,585
-622,-90,584
-305,-387,755
-294,-318,1085
-317,-207,984
-224,-100,751
-260,-45,637
-255,-73,736
-311,-91,992
-323,-102,1006
-267,-64,838
-258,57,787
-232,97,921
-343,107,1072
-402,118,1119
-404,138,1007
-388,165,912
-376,185,861
-376,206,847
-387,224,867
-396,228,896
-411,222,932
-440,218,979
-439,231,965
-414,238,912
-412,233,864
-433,208,860
-445,177,837
-457,130,817
-467,98,814
-490,100,873
-484,123,904
-448,166,846
-420,176,841
-451,158,936
-445,173,968
-395,177,905
-395,200,943
-406,250,973
-408,263,955
-427,241,957
-426,216,938
-416,183,890
-417,171,843
-427,217,791
-450,222,785
-463,194,772
-465,141,772
-462,106,824
-477,105,904
-460,137,889
-433,134,786
-442,115,772
-437,67,868
-429,18,953
-452,-12,1026
-469,-131,786
-467,-137,764
-310,-213,984
-472,134,966
-455,205,1002
-368,345,998
-336,346,758
-364,339,835
-428,311,874
-442,313,892
-446,342,854
-453,366,814
-481,364,809
-489,311,787
-460,248,731
-444,205,731
-472,182,760
-504,189,793
-508,188,824
-485,212,867
-427,244,847
-392,249,849
-373,237,844
-411,241,911
-431,234,999
-389,223,905
-314,201,877
-293,165,951
-301,135,1118
-304,107,1237
-266,54,1188
-277,-6,995
-293,-55,849
-323,-68,770
-374,-173,708
-345,-229,771
-335,-286,860
-314,-342,845
-307,-345,866
-304,-335,833
-279,-325,796
-269,-336,795
-254,-352,830
-246,-371,866
-218,-393,887
-179,-379,876
-161,-330,837
-156,-312,806
-157,-353,869
-120,-388,914
-93,-404,945
-80,-375,905
-49,-378,839
-23,-365,842
35,-396,924
19,-370,1039
37,-353,1027
11,-325,957
26,-289,920
-11,-297,950
0,-310,873
1,-285,888
-22,-214,1084
-9,-176,1066
-32,-149,1080
-6,-104,942
2,-80,877
-15,-6,1035
10,7,1035
12,14,1058
2,21,1102
-18,18,1081
-33,39,1124
-61,55,1132
-71,77,1098
-76,79,1045
-74,61,1001
-88,48,980
-81,46,947
-79,58,905
-81,75,934
-99,94,951
-81,127,894
-76,148,870
-49,141,895
-52,144,963
-37,173,968
-40,220,976
-34,264,978
-15,279,965
-1,281,955
3,283,949
-3,279,954
-12,274,953
-25,287,956
-44,313,990
4,317,967
30,305,968
42,294,979
35,284,1000
24,282,1026
0,299,1058
-8,332,1032
-10,348,1009
-12,308,1022
-16,237,1054
-2,168,1081
24,125,1017
45,112,991
12,70,938
-11,46,859
13,13,899
15,-12,954
3,-26,987
-35,-57,986
-8,-53,966
26,-51,976
-10,-45,953
-19,-36,945
-40,-34,940
-29,-18,1022
-53,-22,1120
-68,17,1106
-112,139,1111
-148,201,1161
-20,75,983
-60,-82,979
-84,-136,988
-40,-231,819
-55,-275,840
-71,-314,808
-66,-321,889
-49,-318,915
-39,-325,892
-39,-341,890
-33,-376,913
-31,-382,925
-29,-380,935
-41,-381,943
-57,-379,955
-86,-377,971
-96,-345,1000
-112,-337,944
-110,-322,909
-105,-302,896
-93,-275,911
-87,-273,922
-75,-269,931
-60,-286,930
-52,-303,931
-48,-325,934
-39,-338,932
-45,-336,941
-46,-338,936
-46,-316,946
-56,-305,940
-52,-297,949
-43,-287,949
-42,-302,941
-39,-315,959
-28,-305,979
-24,-303,962
-26,-309,955
-13,-312,959
0,-318,939
-13,-322,962
-14,-306,979
-15,-292,957
-16,-283,941
-26,-285,943
-31,-300,948
-36,-315,964
-41,-324,982
-29,-321,973
-20,-314,955
-7,-306,941
-11,-308,940
-7,-317,932
-13,-334,936
-13,-345,959
-7,-338,964
-5,-329,952
-14,-314,960
-21,-296,957
-26,-278,940
-21,-281,918
-26,-301,943
